id;name;price;city;promo_price;link
3405545;Конструктор LEGO Disney Princess Саламандра Бруни 43186;1309;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405545/
3405557;Конструктор LEGO Friends Кьюб Эммы с далматинцем 41663;889;Saint Petersburg;609;https://www.detmir.ru/product/index/id/3405557/
3405576;Конструктор LEGO Dots Браслет Музыка 41933;589;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405576/
3405565;Конструктор LEGO Dots Креативный набор для праздника 41926;2389;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405565/
3405582;Конструктор LEGO City Fire Пожарная машина с лестницей 60280;1789;Saint Petersburg;1499;https://www.detmir.ru/product/index/id/3405582/
3405630;Конструктор LEGO Ninjago Легендарные битвы: Джей против воина-серпентина 71732;949;Saint Petersburg;849;https://www.detmir.ru/product/index/id/3405630/
3405607;Конструктор LEGO Super Heroes 76170;2149;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405607/
3596800;Конструктор LEGO Friends Волшебное колесо обозрения и горка 41689;6589;Saint Petersburg;5269;https://www.detmir.ru/product/index/id/3596800/
3108625;Конструктор LEGO City Trains Железнодорожные стрелки 60238;2149;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3108625/
3405644;Конструктор LEGO Star Wars Мандалорец и малыш 75317;2149;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405644/
3890016;Конструктор LEGO Super Heroes Маска Бэтмена из классического сериала 76238;7189;Saint Petersburg;5999;https://www.detmir.ru/product/index/id/3890016/
3597026;Конструктор LEGO Super Heroes Битва Капитана Америка с Гидрой 76189;1069;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3597026/
3498473;Конструктор LEGO Disney Princess Лодка Буна 43185;5509;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3498473/
3596971;Конструктор LEGO Super Mario Марио-пчела 71393;1069;Saint Petersburg;899;https://www.detmir.ru/product/index/id/3596971/
3244582;Конструктор LEGO Super Mario Марио-кот 71372;1069;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3244582/
3596968;Конструктор LEGO Super Mario Нокдаун резноров 71390;7789;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3596968/
3596843;Конструктор LEGO Dots Брелок для сумки Единорог 41940;649;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3596843/
3405566;Конструктор LEGO Dots Браслет Звёздное небо 41934;629;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405566/
3405629;Конструктор LEGO Ninjago Легендарные битвы: Зейн против Ниндроида 71731;949;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405629/
3498479;Конструктор LEGO Vidiyo Битбокс Любителя вечеринок Л.Л.А.М.А 43105;1789;Saint Petersburg;889;https://www.detmir.ru/product/index/id/3498479/
3988995;Конструктор LEGO Art Творческий проект Создаем вместе 21226;11989;Saint Petersburg;8989;https://www.detmir.ru/product/index/id/3988995/
3334779;Конструктор LEGO Disney Princess Башня Рапунцель 43187;6589;Saint Petersburg;5799;https://www.detmir.ru/product/index/id/3334779/
3156347;Конструктор LEGO 4+ Трюковое шоу Дюка Бубумса 10767;1789;Saint Petersburg;1449;https://www.detmir.ru/product/index/id/3156347/
3596767;Конструктор LEGO Minecraft Современный домик на дереве 21174;13789;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3596767/
3405599;Конструктор LEGO Super Heroes Взлёт Домо 76156;9589;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405599/
3599724;Конструктор LEGO VIDIYO Punk Pirate Ship (Корабль Пирата Панка) 43114;7189;Saint Petersburg;3589;https://www.detmir.ru/product/index/id/3599724/
3226561;Конструктор LEGO DUPLO Princess Чаепитие у Эльзы и Олафа 10920;2029;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3226561/
3596970;Конструктор LEGO Super Mario Марио-лягушка 71392;1069;Saint Petersburg;659;https://www.detmir.ru/product/index/id/3596970/
3596890;Конструктор LEGO City Wildlife Спасательный вездеход для зверей 60300;889;Saint Petersburg;799;https://www.detmir.ru/product/index/id/3596890/
3018899;Конструктор LEGO Синяя базовая пластина Classic (10714);709;Saint Petersburg;432;https://www.detmir.ru/product/index/id/3018899/
3142205;Конструктор LEGO Movie Познакомьтесь с королевой Многоликой Прекрасной 70824;1789;Saint Petersburg;1199;https://www.detmir.ru/product/index/id/3142205/
3596781;Конструктор LEGO Friends Лесной дом на колесах и парусная лодка 41681;5389;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3596781/
3156348;Конструктор LEGO 4+ Приключения Базза и Бо Пип на детской площадке 10768;2629;Saint Petersburg;2199;https://www.detmir.ru/product/index/id/3156348/
3596972;Конструктор LEGO Ninjago Мотоцикл Кая 71734;949;Saint Petersburg;799;https://www.detmir.ru/product/index/id/3596972/
3405609;Конструктор LEGO Jurassic World Побег галлимима и птеранодона 75940;6589;Saint Petersburg;NULL;https://www.detmir.ru/product/index/id/3405609/
